0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
4,4,4,4,4,4,4,4,4,5,5,5,6,6,7,6,7,6,6,5,5,6,5,6,5,4,5,4,4,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,2,3,3,4,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,2,3,2,2,2,2,3,3,3,2,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,4,4,4,3,4,5,4,4,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,6,7,6,6,6,5,5,5,5,5,5,4,4,5,5,4,5,5,5,5,5,5,6,6,7,9,13,18,19,25,31,40,43,46,56,57,49,49,47,40,35,31,28,24,21,15,11,10,8,7,6,6,6,5,6,7,7,8,9,10,13,15,19,22,26,32,35,33,35,35,33,30,27,24,22,22,20,22,21,20,19,16,16,13,13,12,11,11,10,10,9,9,9,9,9,9,10
4,4,4,4,4,5,5,5,5,5,6,6,7,7,7,8,8,7,7,7,8,7,7,7,6,6,5,4,5,4,4,4,4,3,3,3,3,3,4,3,3,3,3,3,3,3,4,4,3,3,4,4,4,4,3,4,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,2,3,2,2,3,3,2,3,3,3,3,2,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,5,5,5,6,4,5,5,6,6,7,6,7,7,7,7,7,7,7,7,8,7,7,7,6,6,6,6,5,5,5,5,4,4,4,5,5,5,4,4,5,5,5,5,5,6,6,6,8,11,13,18,25,31,38,41,46,54,56,51,49,45,37,32,28,24,20,17,13,10,8,6,6,6,6,6,6,6,7,8,9,11,12,17,22,24,25,31,37,38,37,40,41,37,36,31,29,28,26,25,23,21,18,15,13,12,11,11,11,10,10,8,8,8,8,8,8,9,10,10
4,4,4,5,4,5,5,5,6,6,7,9,9,11,12,12,12,10,9,8,10,11,12,10,8,6,5,4,4,4,4,3,3,4,4,4,3,3,3,3,4,3,3,3,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,2,3,3,3,3,2,3,3,3,3,3,3,2,2,2,3,2,3,3,3,3,3,3,2,3,3,2,3,3,3,2,3,3,4,3,3,4,3,3,3,3,3,4,4,4,3,4,4,4,4,4,4,4,5,5,5,5,6,5,7,6,7,7,7,7,7,7,8,8,8,8,9,9,8,7,7,7,6,6,5,5,5,5,4,4,4,5,5,5,5,4,5,5,5,5,5,5,5,6,8,8,11,14,24,33,37,37,40,49,54,51,46,42,36,29,26,20,18,14,12,10,8,6,6,6,6,6,6,7,8,9,9,11,14,20,26,25,30,34,39,39,41,45,43,43,40,37,35,31,29,27,23,22,19,16,12,10,9,9,9,8,8,8,7,8,8,8,9,10,11,12
4,4,4,4,5,5,5,6,7,8,11,12,13,16,17,19,17,14,12,11,13,14,15,14,10,7,6,5,4,4,4,4,4,3,3,4,3,3,3,4,3,3,3,4,4,3,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,2,3,2,2,2,2,3,2,2,3,2,2,2,3,3,2,2,3,3,2,3,2,3,2,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,4,4,4,4,5,5,5,5,6,6,7,7,8,7,9,8,9,9,9,10,9,9,9,9,7,8,8,6,6,5,5,5,5,5,5,4,4,4,5,5,5,4,4,5,5,5,5,5,6,6,7,10,13,19,26,34,37,38,44,47,44,41,37,30,26,24,19,15,11,9,8,7,7,6,6,5,6,6,6,7,8,10,12,17,22,26,28,34,37,40,40,42,44,43,44,42,39,37,34,32,29,23,23,18,14,11,10,9,9,7,7,8,7,7,8,8,8,9,11,11,14
4,4,4,5,6,5,5,8,9,11,14,18,22,26,27,29,27,23,16,13,14,17,17,15,10,8,7,6,5,5,4,4,4,3,4,4,3,3,3,4,3,4,3,4,3,4,4,5,4,4,5,5,5,5,5,5,4,5,4,4,4,4,4,4,3,3,4,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,2,2,3,3,3,3,2,3,3,3,3,2,3,2,3,3,3,3,3,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,4,4,4,4,4,5,5,5,5,5,6,7,8,7,8,8,10,10,11,10,11,11,11,10,11,10,9,8,8,7,6,6,6,5,5,5,4,4,4,4,4,4,5,4,4,4,5,4,5,5,5,6,7,8,11,14,21,27,31,36,34,34,35,32,31,26,23,19,16,12,10,8,8,6,6,6,5,5,5,5,6,7,8,10,12,16,24,29,33,36,40,40,39,39,40,43,42,43,41,39,34,34,30,27,21,16,13,11,9,9,8,8,7,7,7,7,8,9,9,10,11,14,16
4,5,4,5,6,6,8,10,13,15,21,26,33,36,40,44,38,33,24,17,16,17,16,14,10,8,7,7,5,5,4,4,3,4,4,3,4,4,4,4,3,4,4,4,4,5,5,5,5,6,5,6,6,6,5,6,6,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,2,2,2,2,3,3,2,2,2,2,3,3,3,3,2,2,3,3,2,3,3,3,2,2,3,3,2,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,4,3,4,3,3,4,4,4,5,4,5,5,5,6,7,8,9,9,11,11,13,15,14,15,16,14,13,12,12,11,11,9,8,7,6,6,6,5,5,5,6,5,4,4,4,4,4,4,4,4,4,5,5,5,5,6,6,8,11,17,21,26,27,27,25,25,25,23,22,19,16,14,10,9,9,7,6,5,5,5,5,5,6,6,7,8,10,11,16,23,29,33,35,37,40,41,40,39,41,44,45,45,42,40,35,33,26,20,17,12,10,9,8,8,7,6,7,7,7,8,10,10,12,13,16,20
5,4,5,5,7,7,10,13,17,24,31,37,43,43,51,55,48,46,34,23,16,16,14,12,10,8,7,6,6,5,5,5,4,4,3,4,4,4,4,4,4,4,4,4,5,5,5,6,6,6,6,7,7,8,8,7,6,6,5,5,5,5,5,4,4,4,4,3,4,4,3,3,3,3,3,3,2,3,3,2,3,2,3,3,3,2,3,3,2,3,3,3,3,2,2,3,2,3,2,3,3,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,3,3,4,3,4,3,4,3,4,3,5,4,5,6,6,7,7,9,10,11,13,15,19,20,23,24,24,23,21,17,16,13,12,10,9,8,7,6,5,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,6,6,7,9,12,15,20,20,19,21,21,19,18,16,14,13,10,9,8,7,6,6,6,5,5,5,5,6,6,7,9,10,12,15,19,24,31,35,38,38,37,38,36,38,41,44,49,47,44,40,33,28,22,17,12,10,9,8,7,7,6,6,7,8,9,9,10,12,14,18,26
5,6,5,6,7,8,12,17,22,37,48,55,52,51,56,58,56,51,42,32,22,17,13,12,9,8,7,6,6,5,4,5,5,4,5,4,4,4,4,4,4,5,5,5,5,6,7,7,8,9,9,9,9,10,11,9,8,7,6,6,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,2,3,3,3,2,3,2,3,3,3,3,3,3,2,3,2,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,5,5,6,7,8,9,11,13,15,17,22,26,30,32,35,33,34,30,27,24,21,16,13,10,9,8,7,6,6,5,5,5,5,5,4,4,5,4,4,4,4,4,4,4,5,5,4,5,6,7,9,11,13,14,15,17,17,16,14,13,11,10,10,8,6,7,6,5,6,5,4,5,5,6,6,7,8,10,11,12,16,20,27,33,36,39,37,33,34,37,41,41,48,53,47,39,32,27,23,18,13,11,8,7,7,7,6,6,7,7,9,10,13,14,16,21,30
5,5,6,6,8,10,13,21,31,51,60,60,58,57,59,64,61,54,47,37,26,17,14,11,10,9,7,7,7,5,5,5,4,5,4,4,4,4,4,5,5,5,6,7,7,7,9,9,10,11,12,12,13,14,14,11,9,9,8,7,6,5,5,4,5,4,4,4,3,3,3,3,3,3,2,3,3,2,3,3,3,2,3,3,3,2,2,3,3,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,4,4,4,5,6,6,7,9,11,12,17,22,25,29,32,39,41,44,44,44,41,40,36,31,23,17,14,11,8,7,6,5,5,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,6,7,8,9,9,11,12,11,11,10,10,8,9,8,7,6,6,5,5,4,4,5,5,5,6,6,7,8,8,10,11,14,17,22,27,34,35,34,32,33,36,39,41,47,54,49,42,34,28,24,17,12,10,8,7,6,6,6,6,6,9,8,10,14,17,20,23,32
5,5,6,8,9,11,16,27,39,55,62,60,60,59,60,63,60,57,51,43,29,20,14,11,10,8,7,6,6,6,5,4,5,4,4,4,4,4,5,4,5,5,7,7,9,9,12,13,13,15,16,18,20,20,18,15,13,11,9,8,7,6,6,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,2,2,2,3,3,2,3,3,3,2,2,2,3,3,3,2,3,3,3,3,3,2,3,3,3,2,3,3,3,2,3,2,3,3,3,3,3,3,3,4,3,3,3,2,3,3,3,3,3,4,4,4,4,4,5,6,6,8,10,12,17,23,28,33,36,42,46,51,51,52,50,48,46,44,39,30,23,15,12,10,8,6,5,5,5,4,4,4,4,5,4,4,3,4,4,4,4,4,4,4,4,4,4,5,5,6,7,7,7,8,8,8,8,8,8,7,6,6,5,5,5,5,5,5,4,5,5,6,6,6,8,9,10,10,12,15,17,21,28,33,33,31,33,36,37,38,43,48,46,42,34,32,25,17,12,10,8,7,6,6,6,7,6,7,8,9,13,17,22,26,33
5,6,6,8,10,14,20,32,45,52,58,63,65,63,62,65,65,55,53,47,35,24,15,11,10,8,7,6,6,6,5,5,5,4,5,4,4,5,5,4,5,6,7,8,10,12,15,16,19,23,25,29,30,31,30,24,19,15,12,10,8,7,6,6,6,5,4,4,4,3,4,3,3,3,3,3,3,3,3,3,2,3,2,3,2,2,3,2,3,3,2,2,3,2,3,2,3,3,2,3,2,3,3,2,2,3,3,3,2,3,3,2,3,2,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,5,4,5,6,7,8,11,14,21,28,34,40,44,48,51,54,56,60,61,63,60,56,47,38,30,22,15,11,9,7,6,5,5,4,4,4,4,5,4,4,5,4,4,4,4,3,4,4,4,4,4,4,4,5,5,6,6,6,6,7,7,6,6,6,6,5,5,5,4,4,5,5,5,4,5,5,6,6,8,8,9,10,11,12,15,17,26,33,32,33,34,35,35,35,40,42,41,36,32,29,23,15,12,10,7,6,6,6,6,6,7,7,7,10,12,15,21,28,34
6,6,7,8,11,16,24,38,50,57,60,71,75,69,69,69,63,58,58,52,38,28,18,13,10,8,6,7,6,5,6,4,5,4,4,5,5,4,5,6,6,7,8,10,12,16,21,25,31,37,41,43,42,40,40,35,30,21,16,13,10,8,7,6,6,5,5,5,4,3,3,3,3,3,3,3,3,2,3,2,3,2,3,3,3,3,3,2,2,3,2,3,2,3,3,2,3,2,2,3,2,3,3,2,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,5,5,6,7,9,11,15,21,30,40,46,49,49,51,53,55,60,68,68,65,62,58,48,34,27,17,13,9,7,6,5,5,4,4,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,5,4,5,5,6,5,5,5,5,6,6,5,6,5,5,4,5,4,4,3,4,5,5,5,5,6,7,7,8,9,9,12,13,16,22,30,33,33,33,35,33,34,38,41,38,34,30,26,17,14,10,9,7,6,5,6,6,6,6,7,7,9,11,15,23,29,32
6,7,8,9,12,17,26,40,50,61,68,72,73,71,63,59,57,60,60,51,40,27,18,13,10,8,7,7,6,6,5,5,4,5,5,4,5,4,5,6,6,7,9,12,16,21,28,36,46,51,55,57,51,50,52,49,42,32,23,16,13,10,9,7,6,6,4,4,4,3,3,4,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,2,3,2,2,2,3,3,3,3,2,2,3,3,3,2,2,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,5,5,6,6,7,9,12,17,25,31,38,44,49,51,57,57,60,60,65,66,65,67,62,50,39,31,22,15,10,8,6,5,5,5,4,4,4,4,3,4,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,5,5,6,5,5,5,5,5,5,5,4,4,4,4,4,4,4,5,5,5,5,6,7,7,8,9,10,11,13,17,23,30,33,35,36,34,35,40,43,39,30,28,22,16,12,10,8,7,6,6,5,6,6,6,6,7,8,11,14,23,29,32
6,7,7,10,13,21,30,42,53,64,69,72,69,64,56,49,54,58,57,52,42,29,18,13,11,9,8,7,6,6,5,5,5,5,4,4,5,5,5,6,7,8,10,13,19,26,35,45,52,60,64,64,59,59,59,56,52,44,32,22,17,12,10,9,7,6,5,4,4,4,4,4,3,3,3,3,3,3,3,2,3,2,3,2,3,3,2,3,2,2,3,2,3,3,3,2,3,2,3,3,3,3,2,2,3,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,5,6,8,10,14,21,29,37,40,44,47,48,56,61,63,65,67,64,65,66,63,58,49,40,30,18,12,9,6,6,5,5,4,5,3,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,5,4,5,4,4,4,4,4,4,4,4,4,5,6,6,6,6,7,8,8,9,11,15,17,23,29,33,33,34,35,39,43,40,30,25,18,13,10,8,7,6,6,6,5,6,5,6,6,7,9,10,14,20,25,33
6,7,8,10,14,23,36,46,59,67,70,73,67,61,55,52,51,51,50,47,43,32,22,13,10,9,7,6,6,5,5,5,5,5,5,4,5,6,6,7,6,8,10,16,23,34,43,50,56,65,70,66,62,66,63,59,54,47,39,30,23,12,10,9,6,6,5,5,4,4,4,3,3,3,3,3,3,3,3,2,3,3,2,2,3,2,3,3,3,2,3,3,3,2,2,3,2,2,2,3,2,3,3,2,3,3,2,2,2,3,3,3,2,3,3,3,3,3,3,3,2,3,2,2,3,3,3,3,3,3,3,3,4,3,3,4,4,4,4,5,6,8,9,13,23,33,39,43,44,48,49,50,57,61,66,67,66,65,66,64,65,59,54,37,21,12,9,7,6,5,5,5,4,4,4,4,3,4,4,4,3,3,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,7,7,7,7,8,10,12,15,17,23,27,28,28,31,36,39,35,25,19,14,11,9,8,7,6,5,5,5,4,5,6,6,7,9,10,12,16,23,31
6,6,8,10,15,23,37,48,61,66,69,70,67,62,56,49,47,46,47,45,41,30,20,15,11,8,7,6,6,6,6,5,5,4,5,5,5,6,5,6,7,9,12,20,31,40,49,53,57,64,70,67,66,73,73,61,50,44,40,34,27,17,11,9,7,6,5,5,4,4,4,4,3,3,3,3,3,3,3,2,3,3,2,2,3,3,3,3,3,2,3,3,3,2,2,2,2,2,3,2,3,3,2,3,2,3,3,2,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,5,6,8,10,14,22,33,43,46,45,47,49,51,51,54,64,68,68,67,64,65,67,67,62,42,22,14,9,7,5,5,5,5,4,4,4,4,4,4,3,4,4,4,3,3,3,4,4,3,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,5,4,4,4,4,5,5,6,7,7,7,9,10,12,14,18,20,22,22,24,26,27,26,19,14,12,9,8,7,7,6,5,5,4,5,6,6,6,7,8,10,13,16,19,27
6,6,8,9,13,19,34,45,55,62,67,68,65,60,55,48,45,43,47,45,40,29,19,13,11,8,7,6,6,6,5,5,5,5,5,5,5,6,5,7,7,9,12,21,33,46,52,60,62,64,67,68,65,67,68,65,54,47,43,38,29,20,11,9,7,6,5,4,4,4,4,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,2,2,3,2,2,3,3,2,2,2,3,3,3,3,2,2,3,2,3,2,2,2,2,3,3,2,2,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,5,7,10,14,23,33,40,42,47,51,49,49,47,48,55,59,64,65,66,71,72,67,59,38,22,13,9,7,6,5,6,5,4,4,4,4,4,4,3,3,3,3,4,4,4,3,3,3,3,4,4,3,3,3,4,3,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,5,5,6,6,6,8,8,10,11,13,15,18,17,17,17,17,16,13,11,10,8,7,7,6,5,5,5,5,5,5,6,5,7,7,10,12,15,18,24
5,6,7,9,12,17,28,39,53,64,72,78,71,58,49,46,42,42,47,51,44,31,18,13,9,8,7,6,6,5,5,5,4,5,4,5,5,5,6,6,7,9,13,19,30,43,52,62,66,63,67,63,59,61,62,56,52,48,45,42,29,19,14,9,6,6,6,5,4,4,4,3,3,3,3,3,3,3,3,3,3,2,3,2,2,2,3,3,3,3,2,2,3,2,2,3,2,2,3,3,3,3,2,3,3,2,2,3,3,2,2,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,4,4,4,5,6,6,9,14,20,31,37,39,48,52,51,51,50,48,49,54,61,68,79,82,81,69,49,32,20,14,10,7,5,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,4,3,3,3,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,5,4,5,5,6,7,7,8,9,10,10,11,12,12,12,12,11,10,10,9,7,6,6,5,5,5,5,5,5,5,5,5,6,8,10,13,15,17,19
5,6,7,8,10,15,24,41,58,74,84,90,81,61,48,44,42,44,50,50,42,30,18,12,9,8,7,6,6,5,6,5,5,5,5,5,5,5,5,6,7,9,12,20,31,41,51,59,68,72,75,71,63,58,56,51,49,49,50,45,35,22,14,10,8,6,5,5,4,4,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,2,2,3,2,2,3,3,2,2,3,3,2,2,2,3,2,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,5,5,6,9,11,20,29,36,42,46,45,47,49,47,47,49,55,65,77,87,93,86,66,47,29,18,13,8,6,6,5,5,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,5,5,6,5,7,8,8,8,10,9,10,10,10,8,8,8,7,6,6,5,5,5,4,4,4,4,5,5,6,6,7,10,12,15,16,18
5,5,6,7,10,15,21,37,56,77,91,105,96,76,59,48,48,44,44,41,35,25,15,11,8,7,6,6,6,6,5,5,5,5,5,5,5,5,6,6,7,9,11,17,29,42,51,55,65,74,82,78,67,60,55,51,47,48,49,45,36,24,15,10,8,7,6,5,5,4,4,3,3,3,3,3,2,3,3,3,2,2,2,3,3,3,3,2,2,2,3,2,3,3,2,3,3,3,3,3,2,2,3,2,2,2,2,2,3,3,3,2,3,3,3,3,3,3,2,2,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,4,4,4,3,5,5,7,10,16,24,36,43,46,41,43,44,42,44,48,53,66,84,95,101,87,65,46,29,17,11,9,6,6,4,4,3,3,3,3,4,4,3,3,3,3,4,3,3,3,3,3,3,2,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,5,4,4,5,4,5,6,6,6,7,7,6,7,7,7,8,7,6,6,6,5,5,5,4,4,4,4,4,5,4,5,5,6,7,9,12,13,16,17
5,5,6,7,9,11,17,30,48,70,91,106,103,85,66,51,48,45,41,35,28,20,14,11,8,7,7,6,6,5,5,5,5,4,4,5,5,5,5,5,7,9,11,15,26,39,49,55,66,73,77,75,66,61,62,60,54,51,46,40,37,25,15,11,9,7,5,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,2,3,3,3,2,2,3,3,2,2,2,3,3,3,2,3,3,3,3,2,2,3,2,3,2,2,3,2,3,2,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,5,6,9,12,20,29,37,41,40,40,40,40,40,45,51,58,70,84,90,78,63,44,25,14,11,7,6,6,4,4,4,4,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,3,4,4,4,4,4,4,5,5,5,5,6,6,6,6,6,6,6,6,6,5,5,5,4,4,4,4,4,5,4,4,5,5,5,6,6,8,10,11,13,14
5,5,6,7,8,9,13,19,35,56,73,90,87,74,59,51,48,44,36,26,20,14,12,10,8,8,7,6,6,6,5,4,4,5,5,4,4,5,5,6,6,7,9,12,20,32,45,55,66,72,74,71,68,66,68,65,66,60,46,40,32,22,15,12,9,7,5,5,4,4,3,3,3,4,3,3,3,3,3,3,3,3,2,2,2,2,3,2,2,2,3,2,3,3,3,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,3,3,2,3,3,2,3,3,3,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,5,7,9,14,21,29,35,35,35,38,38,40,43,49,52,61,66,69,64,52,34,19,13,9,7,6,5,4,4,4,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,4,4,4,3,4,4,4,4,4,5,5,4,5,5,5,5,5,4,4,5,4,4,4,4,4,4,4,4,5,5,6,6,6,7,9,10,11,14
5,5,5,5,6,8,9,14,21,32,48,59,65,58,50,47,43,37,28,19,14,11,10,9,8,6,6,6,5,5,5,4,4,4,4,4,4,5,4,4,6,7,8,11,16,27,39,58,64,71,71,67,69,70,69,69,71,60,47,40,29,17,13,10,7,7,5,4,4,4,4,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,2,2,2,3,2,3,2,2,2,3,3,3,3,2,2,3,2,3,2,3,3,3,3,3,3,2,3,2,3,3,3,3,2,3,2,3,2,2,3,3,2,3,3,2,3,3,4,3,3,3,3,3,3,4,3,4,5,6,7,10,15,21,25,29,30,33,37,41,44,49,52,54,54,53,49,37,24,14,10,8,6,5,5,4,4,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,4,3,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,6,7,8,9,11,12
5,5,5,5,5,6,7,9,13,17,27,36,44,42,37,36,31,26,18,13,11,9,8,8,7,7,6,6,5,5,5,4,4,5,5,4,5,4,5,5,5,6,7,9,13,21,35,53,60,64,64,63,69,71,72,74,73,58,42,32,23,15,11,8,7,6,5,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,2,3,2,3,2,3,2,3,2,3,2,2,2,2,2,3,2,3,2,3,3,2,3,2,2,2,3,3,2,3,2,2,3,2,3,3,3,3,2,3,3,3,3,4,3,3,3,3,3,3,4,4,4,5,5,7,9,14,18,23,27,27,33,40,44,47,48,46,37,34,32,23,15,12,9,7,6,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,4,3,3,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,3,4,5,5,4,5,6,6,7,9,10,11
5,5,5,4,4,5,6,7,8,11,15,20,23,23,22,20,19,16,12,11,9,8,7,7,7,6,5,5,5,5,4,4,4,4,5,4,4,4,4,5,5,5,6,8,10,16,26,39,46,52,57,62,70,78,81,75,68,51,36,24,17,13,10,7,6,6,4,4,4,4,3,3,3,3,4,3,3,3,3,3,2,3,3,3,2,3,3,3,3,2,2,3,3,2,3,2,2,2,2,3,2,3,2,3,2,2,3,2,2,3,3,3,3,3,3,2,2,3,2,3,3,2,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,6,6,8,11,17,20,22,23,32,33,33,34,31,22,19,18,13,11,10,7,7,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,4,4,4,3,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,5,5,5,5,6,6,7,9,9,10
5,4,5,4,5,5,5,6,6,7,9,10,11,13,13,12,11,10,10,8,8,7,7,6,6,6,5,5,5,4,4,4,4,4,4,4,4,5,4,4,5,5,6,6,8,11,18,26,36,49,56,68,80,90,85,70,59,41,30,20,13,11,9,7,6,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,2,3,3,3,3,3,3,2,2,2,3,3,2,3,2,3,3,2,3,2,3,3,2,3,2,3,2,3,3,3,3,3,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,5,4,6,8,10,13,13,15,19,22,18,19,17,14,11,10,9,8,7,6,5,5,5,4,4,3,4,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,3,3,4,3,4,4,3,4,4,4,5,4,5,6,7,7,10,10
